,	，
oad	哙
oado	呛
oaj	哗
oakp	咙
oal	咙
oam	囵
oaq	战
oaqd	哙
oaqe	国
oaqr	戢
oar	刘
oaxf	咙
oayh	念
ob	圆
ob	鄙
oba	叭
obf	囵
obi	郸
obi	吖
obj	哔
obp	呛
obt	哙
obx	图
oc	嘱
occa	啭
ocja	啭
ocn	尺
ocol	噼
ocqa	啭
ocrk	冁
ocu	嘱
ocua	团
ocv	虽
ocwc	嘱
ocx	啭
od	晋
odaq	戬
odv	晋
odw	哒
odyy	喹
oe	亚
oec	哕
oefe	哑
oeh	啸
oek	呒
oenp	嗳
oenu	嗳
oers	啸
oesr	啸
oet	吨
oetb	吨
oeuu	嘣
of	器
ofc	罗
ofdd	吃
offd	唠
offk	哝
ofk	哐
ofnh	嗪
ofoo	呕
ofsv	罗
ofu	唛
ofx	呕
og	啤
ogc	唛
ogl	呒
ogp	唛
ogry	唾
ogv	蹈
oha	恶
ohdd	吃
ohe	国
ohmb	啧
ohp	唛
ohx	嗳
oigu	嗖
oin	敛
oja	喷
ojj	围
ojqa	团
ojr	喇
ojrb	喷
ok	号
ok	跟
okeb	吴
okv	跟
okzr	号
ol	严
ola	导
olc	唛
old	呖
olow	选
olp	唛
olr	异
olul	咙
om	距
omb	员
omb	呗
omb	贸
ombb	郧
ombd	勋
ombg	嘤
omf	吗
omg	喽
ommb	贯
omv	嘭
onb	呙
onbr	剐
onc	唤
onf	鸣
onf	鹗
onfb	唤
onht	咛
onj	嚓
onjy	噻
onk	哝
onnd	唤
ont	咛
onv	呙
oo	回
ooe	哑
oojo	图
oolo	图
oolp	严
oomb	圆
oomf	骂
ooqb	郸
ooqd	兽
ooqk	冁
ooql	鼍
ooqq	战
oorb	颚
oorf	鹗
oort	颚
ooto	嚣
op	严
opad	嗅
opb	图
opdc	唣
opdf	唣
opfj	哗
opj	噼
opo	咱
opp	严
opv	严
opx	敛
oq	国
oqer	哓
oqj	哔
oqjq	哔
or	回
orc	叹
orft	呓
ori	剑
orjq	哗
orl	叽
ornd	唠
orok	哝
orpo	嗬
orrr	嗫
ort	哚
oruh	苏
oruu	嗫
orv	唬
oryt	呓
orz	呓
orz	叽
os	品
os	踪
ose	当
osg	嘤
osmb	唢
osna	哟
osnd	尝
osnq	当
oso	当
oss	咝
osv	踪
ot	呆
ota	颚
otmb	颚
otn	嗵
otnw	嗵
otw	嗵
ou	团
oufd	噜
ounf	鹃
oup	团
ov	吕
ovff	呒
ov,	ぉ
ov.	ォ
ow	响
owb	叽
owf	呜
owh	哜
owj	围
own	还
owos	围
owr	哜
owwb	叽
owwe	咝
owwf	咝
owzp	衔
ox	民
oxa	团
oxa	嘱
oxmb	贯
oy	嘴
oybw	哒
oye	垩
oyff	吓
oyi	吖
oyok	园
oyom	嘭
oyr	哓
oyw	哒
oyyr	哓
ozaf	践
ozao	跄
ozaq	践
ozb	蹬
ozb	碰
ozbb	踯
ozbe	碰
ozbj	跸
ozbl	蜷
ozbo	碰
ozbp	跄
ozbp	蜷
ozbu	啮
ozco	局
ozev	跃
ozew	踺
ozfa	踌
ozfs	跞
ozgb	踯
ozgg	趼
ozgn	跃
ozgw	跹
ozhb	迹
ozk	践
ozkb	踬
ozlf	迹
ozmz	踪
oznc	蹿
ozns	蹿
ozoo	局
ozpd	跃
ozpf	鹭
ozpt	跞
ozq	跸
ozqq	跸
ozqr	跷
ozr	跞
ozrb	蹒
ozrr	蹑
ozru	蹑
ozrv	躏
ozsb	躜
oztd	踊
ozu	啮
ozwh	跻
ozwr	跻
ozwt	跞
ozya	踌
ozyr	跷
o,	お
o,	ぉ
o,	を
o.	オ
o.	ォ
o.	ヲ
p	自
pac	俭
pad	侩
pad	臭
pado	伧
pae	俭
pae	鐾
pam	伦
paob	俭
paqd	侩
pase	俭
pav	低
pax	仪
paxb	贷
pa,	ぱ
pa.	パ
pb	货
pben	师
pbf	伦
pbk	并
pbki	仪
pbn	帅
pbp	伧
pbt	侩
pbv	傧
pbwf	伪
pbx	仪
pbze	归
pbzn	归
pcmb	价
pcnb	尽
pco	价
pcst	杰
pct	杰
pcua	传
pcyo	局
pde	岙
pded	皑
pdel	皑
pdnh	殷
pdns	绵
pdoo	乔
pdwt	乐
pdx	务
pdy	务
pdyh	殷
peb	俩
pedo	侨
pee	卫
peem	戮
peff	尽
pek	伥
pem	戮
penb	俩
pes	系
pewf	伪
pe,	ぺ
pe.	ペ
pf	作
pfa	俦
pfb	仆
pfc	罗
pfed	仆
pffk	侬
pfj	华
pfmb	货
pfmk	众
pfoo	伛
pfp	仿
pfp	恤
pfpb	众
pfq	众
pfsu	茳
pfsv	罗
pft	倾
pftb	倾
pfv	雇
pfx	伛
pgi	侨
pgnf	鹎
pgno	侨
pgnr	侨
pgo	侨
ph	您
ph	悠
pha	息
pha	惫
phmb	债
phv	悠
pi	信
pih	储
pip	条
pips	绦
pipt	条
pipu	修
piv	片
piyd	储
pi,	ぴ
pi.	ピ
pja	偾
pjm	牍
pjqa	传
pjrb	偾
pjyd	牍
pk	优
pkmb	赁
pkt	偿
pkv	粤
pla	俪
pldh	亿
pleq	佣
pllb	俪
plxp	效
pm	们
pm	侮
pmbr	侧
pmi	们
pmnw	边
pmqe	齄
pmre	翱
pmy	们
pn	条
pnbb	傧
pnbi	儋
pncb	傧
pne	伫
pned	奥
pnek	粤
pneq	家
pni	币
pnj	币
pnk	侬
pnkb	傧
pnl	疱
pnmd	奥
pnmk	粤
pnol	疱
pnpb	傧
pnsb	傧
pnt	伫
po	譬
poa	俭
pobb	兴
poeb	奥
poed	俣
poek	粤
pogn	俣
pojo	个
pokd	俣
pomb	奥
pono	局
poop	俨
pop	俨
popo	侣
poq	囱
pox	俨
po,	ぽ
po.	ポ
pp	傻
ppbd	咱
ppdo	侨
ppdr	侨
pppd	咱
ppq	备
pps	系
ppu	汲
ppu	仫
ppv	傻
pq	像
pq	佃
pqa	传
pqee	齄
pqeg	鼾
pqek	鼽
pqer	鼻
pqer	侥
pqer	劓
pqgf	鹎
pqh	惫
pqn	夫
pqo	备
pqr	鼻
pqra	魃
pqre	齄
pqrg	鼾
pqrk	鼽
pqrr	劓
pqru	魃
pr	侧
prc	仅
prcv	傩
prl	处
prlh	惫
prlq	备
prn	汲
prok	侬
prph	惫
prpq	备
prre	翱
prz	处
ps	系
psnb	偿
psnf	傥
psnq	当
psnr	傥
psnt	偿
pso	当
pt	休
pta	颇
ptdp	优
ptmb	颇
ptmp	优
ptn	臬
ptnb	俩
ptnf	鸺
pttk	侬
ptv	停
pu	仅
pua	麽
pun	似
puv	偶
puv	傩
puwf	伪
pu,	ぷ
pu.	プ
pvd	伤
pvdm	伤
pve	伤
pvn	仆
pwa	伪
pwh	侪
pwj	伟
pwje	翱
pwos	伟
pwr	侪
pwre	翱
px	仪
pxa	传
pxa	低
pxbd	牍
pxn	布
pxv	仪
py	仕
pybg	幸
pyfb	牍
pyj	幸
pym	牍
pyr	侥
pyx	优
pyy	佳
pyya	俦
pyyr	侥
pzl	亿
pzmb	侦
pzo	占
pzz	亿
q	个
qa	贵
qaa	专
qad	狯
qae	猃
qamr	规
qaob	猃
qaqc	辇
qaqd	狯
qase	猃
qbe	犹
qbpq	厘
qbps	犁
qbt	狯
qd	替
qd	狱
qdv	狱
qee	狰
qeev	狃
qei	击
qek	张
qeqe	强
qer	尧
qere	翘
qesi	弪
qfa	畴
qfc	猡
qfh	黢
qfjd	黩
qfjm	黩
qfnc	独
qfsv	猡
qfum	黪
qfup	黢
qfyb	黩
qfym	黩
qfzo	点
qiad	狱
qij	吊
qinf	鸭
qj	弹
qjcb	獭
qjjq	毕
qjv	卓
ql	规
qlk	犷
qlp	犷
qlrb	犷
qm	滚
qmb	狈
qmf	犸
qmv	叠
qne	狰
qnf	鹣
qnfl	狍
qnht	狞
qnm	叠
qnmr	规
qnqc	辇
qnt	狞
qnv	狮
qoa	猃
qocs	犟
qoo	呙
qor	剐
qow	过
qp	犯
qpbn	狮
qq	各
qqns	猕
qqqm	叠
qqqy	垒
qqvs	猕
qrb	异
qren	狮
qrj	毕
qrv	脏
qrvu	获
qrx	弥
qs	罪
qsfs	猎
qsi	弪
qsl	猎
qsos	猎
qsrq	猎
qt	颗
qtde	猹
qtm	猹
qtt	颗
qttb	颗
qu	击
qu	胃
qua	骺
quca	骶
qucs	犟
qufd	体
qufo	骺
qui	击
qui	弪
qui	骺
qulr	肮
qumg	髅
quna	髋
qunb	髌
qunf	鹘
qunr	髋
qurd	体
qurr	脏
quxa	骶
quy	弪
qv	高
qvsb	獭
qwn	遗
qyen	狮
qypt	橥
qyya	畴
qzof	点
qzs	狲
racc	虱
rad	荟
rado	苍
rae	鉴
rae	莶
rakp	茏
ral	茏
raob	莶
raop	蔹
rap	蔹
raqb	蒇
raqd	荟
rase	莶
rasp	蔹
rav	耐
raxf	茏
ra,	ら
ra.	ラ
rb	贤
rbat	荫
rbau	荫
rbb	苁
rbbu	荫
rbed	联
rbgn	联
rbj	荜
rbll	萨
rblp	萨
rbls	萨
rboh	葱
rbp	苍
rbpd	蒈
rbqk	蕲
rbt	荟
rbu	荫
rbv	贤
rbwl	萨
rbws	萨
rc	辈
rca	风
rcad	飙
rccw	千
rcdk	艰
rcdm	扬
rcdw	鞑
rce	盖
rceb	蒉
rceb	聩
rcee	缰
rcff	飚
rcfr	葬
rcg	鞒
rcgo	刮
rcgo	鞒
rcgr	鞒
rcgu	飕
rchf	秋
rci	叹
rciu	飕
rcj	鞲
rcmb	飓
rcmr	觐
rcn	飑
rcnb	荩
rcnl	飑
rcot	蘖
rcpo	鞒
rcpr	鞒
rcrz	鞯
rcuo	台
rcv	难
rcw	莲
rcyw	鞑
rd	获
rd	暮
rda	莳
rdb	苏
rddf	蓦
rdil	庵
rdnf	鹊
rdql	庵
rdx	劝
rdy	劝
rea	荨
recr	葬
reff	荩
reh	萧
reia	荨
rek	苌
renb	颟
renf	凤
rent	颟
rep	茚
reqb	黄
reqe	姜
rers	萧
resi	茎
resr	萧
re,	れ
re.	レ
rf	燕
rfa	鉴
rfc	萝
rfe	监
rfmb	荬
rfmr	览
rfnc	梦
rfpr	蔸
rfsv	萝
rg	联
rgca	蒋
rgea	蒋
rgfk	薅
rgi	荞
rgi	节
rgn	联
rgn	荚
rgnh	蓁
rgno	荞
rgnr	荞
rgo	荞
rgua	蒋
rgy	庄
rh	惹
rh	祥
rha	耻
rha	莳
rhmb	赜
ri	警
rid	蔼
ridl	蔼
rif	盗
rih	薯
rimb	资
rin	欢
riqb	黄
riv	警
rivu	护
riyd	薯
ri,	り
ri.	リ
rjau	菝
rjbo	蔷
rjfh	听
rjjq	华
rjzt	艺
rk	聘
rka	玺
rkj	听
rkjh	听
rla	蓠
rlad	职
rld	苈
rlkf	荐
rln	莱
rlp	苊
rlrn	席
rlul	茏
rlxu	蓠
rm	藏
rma	荬
rmcs	兰
rmg	蒌
rmgp	薮
rmiz	苁
rmjs	兰
rmn	兰
rmr	览
rmr	苋
rmr	观
rmv	蔺
rn	幕
rn	营
rna	蓥
rnbb	颟
rnbt	颟
rnc	萤
rnc	荤
rne	苎
rneq	卜
rnf	荧
rnf	凤
rnf	鹳
rnf	茑
rnf	鸸
rni	帅
rnj	帅
rnka	莹
rnnf	莺
rnof	惊
rnoo	营
rns	萦
rns	荦
rnsc	茧
rnt	苎
rnt	聍
rnv	营
rnw	荥
rny	茔
rnz	茕
rnzo	萜
roa	莶
roar	蕺
rob	职
rok	圣
rok	蕲
ronb	莴
roo	莒
roob	颧
rood	劝
roof	鹳
rooi	欢
rook	蕲
roor	观
root	颧
rop	蔹
rorc	艳
rorf	艳
rork	农
rorl	艳
rov	莒
ro,	ろ
ro.	ロ
rp	茂
rpa	聪
rpa	葱
rpdo	荞
rpdr	荞
rpdr	蔸
rpdt	药
rpi	节
rpi	苓
rpoh	聪
rpoh	葱
rpqu	搜
rpt	蘖
rq	蒙
rqa	蒉
rqa	聩
rqad	获
rqak	莸
rqer	荛
rqj	荜
rqj	芈
rqjq	荜
rqnf	鹋
rqnu	万
rqnw	迈
rqnz	趸
rqo	莴
rqv	蒙
rr	视
rr	藏
rrf	蓝
rrj	华
rrn	药
rrol	鼋
rrq	华
rrr	聂
rrrb	颞
rrrt	颞
rrt	顽
rrtb	顽
rrvf	蓝
rrw	远
rs	蔬
rsa	荮
rsau	祓
rsbj	禅
rsdf	蕴
rse	莼
rsfa	祷
rsfd	礼
rshp	秘
rsi	茎
rsi	荭
rsmr	视
rsna	药
rso	禅
rsob	祸
rsof	蕴
rsoj	禅
rspd	祆
rsqk	蕲
rsqo	祸
rsrd	礼
rssc	辈
rst	叶
rsx	只
rsxa	祗
rsxo	佑
rsya	祷
rszb	祯
rt	茶
rta	颐
rta	颧
rta	苓
rtmb	颐
rtmb	颧
rtqb	黄
ru	凤
rua	云
rubb	菸
rud	竖
rudm	参
rufh	苏
rufh	藓
rufr	蓟
rui	茎
rul	竖
rumb	贤
rus	紧
rut	蓣
rutb	蓣
ruu	肾
ruu	聂
ruub	颞
ruum	参
ruut	颞
ruy	坚
ru,	る
ru.	ル
rv	临
rva	搜
rvaa	鉴
rvac	临
rvaf	监
rvar	览
rvc	临
rvea	鉴
rvec	临
rvef	监
rver	览
rvff	芜
rvg	旧
rvoc	临
rvoo	临
rvzf	盐
rwab	芗
rwbp	菱
rwbu	菡
rwdb	芗
rwdm	荡
rwe	荡
rwh	荠
rwj	苇
rwn	迩
rwoo	蔷
rwos	苇
rwp	芗
rwpl	莅
rwpt	药
rwr	荠
rwuu	蓠
rwwf	联
rwwf	鹚
rwwm	荡
rwy	菱
rwyp	菱
rx	尔
rxad	飙
rxff	飚
rxgu	飕
rxi	芗
rxiu	飕
rxl	庵
rxmb	飓
rxn	飑
rxnl	飑
rxuo	台
rxv	艾
rxx	风
ry	墓
rybd	荬
rybt	艺
ryd	著
rykt	艺
ryl	蔬
ryou	鼗
rypd	着
ryr	荛
ryrt	艺
ryuf	盖
ryyr	荛
ryzt	艺
rz	荐
rzen	归
rzes	荪
rzl	艺
rzof	盐
rzps	荪
rzqf	芦
rzs	荪
rzsb	苹
rzst	苹
rzz	艺
saa	纣
sad	绘
saf	线
saja	缚
sal	它
sam	纶
sao	给
saqd	绘
saqj	绒
saqo	缄
saqq	线
saqx	绒
sax	绂
saxu	绂
saxx	绂
sa,	さ
sa.	サ
sb	绩
sbb	纵
sbbe	纤
sbd	纷
sbef	缢
sbef	缣
sbf	纶
sbho	缮
sbj	绊
sbk	牺
sbkk	牺
sbko	缮
sbkr	牺
sbl	纰
sbnl	绻
sbnp	绻
sbo	缯
sboh	总
sbqd	缯
sbqp	绨
sbr	牺
sbt	绘
sbuh	总
sbv	缤
sc	辉
sceb	缋
sceq	缘
scew	绿
scew	缱
scn	绎
scrs	缥
scs	练
scso	辔
sd	续
sd	缩
sda	纫
sdb	绲
sdbs	缭
sdc	绝
sdcl	绝
sdez	缇
sdfu	缦
sdn	纫
sdo	绍
sdrk	绔
sds	尜
sdto	绮
seb	兴
sebi	誉
sebq	举
see	纽
see	绌
seem	缪
sefd	缙
seg	绥
segu	缓
seh	绣
sel	纯
sem	缪
senu	绶
seq	缘
seqe	缰
serc	辉
seru	缎
sesi	经
set	彩
seu	绌
seud	缙
seuu	绷
sev	纽
sew	绿
sex	缓
se,	せ
se.	セ
sf	党
sfb	绑
sfek	缳
sfka	缛
sfl	纪
sfm	编
sfm	犏
sfn	灾
sfoo	躯
sfsw	邋
sfww	继
sfy	纺
sfy	绎
sfyg	绎
sg	湿
sge	缍
sgi	纠
sgj	纤
sgjy	缍
sgnf	鹦
sgo	绀
sgry	缍
sgx	婴
sh	掌
shi,	し
shi.	シ
shmb	绩
sho	绪
shr	绣
sia	缚
sid	劲
sie	红
sii	绅
siqi	绅
sir	刭
sisa	銮
sisb	脔
sisc	蛮
sise	峦
sisf	鸾
sish	恋
sish	挛
sisp	变
sisq	弯
sisz	孪
sit	颈
sitb	颈
sits	巯
siw	迳
si,	し
si.	シ
sjae	纤
sjb	缜
sjm	续
sjm	犊
sjmb	缜
sjn	缇
sjqa	缋
sjqs	练
sjyd	续
sjyd	犊
sk	缘
ska	纨
sko	缄
skt	缵
skx	线
sla	缭
sla	缡
slad	织
slho	缟
slk	纩
slm	继
slnn	缔
slno	缟
sloo	缟
slp	纩
slq	缠
slqy	缠
slt	缲
slw	弦
slws	纤
slww	继
slx	绞
slxu	缡
smb	贳
smbg	缨
sme	组
smg	缕
smii	绗
smit	绗
smiz	纵
sml	继
smn	彩
smq	翻
sms	缈
smx	缦
sn	缔
sna	约
sna	演
snb	纳
snb	绾
snbe	纲
snbf	网
snc	绝
sncb	缤
sncl	绝
snd	绚
snd	劳
sne	绉
sneb	演
sned	衅
snee	绉
snez	绽
snk	黉
snkb	缤
snmr	觉
snn	带
sno	绸
snoa	才
snob	赏
snod	尝
snof	党
snoo	营
snoq	当
snpb	缤
snpd	缩
snrb	黉
snrk	制
snrs	综
sns	综
snsb	缤
snsf	毙
snsf	鳖
snsn	币
snso	喾
snsq	别
snt	尝
snuf	鲎
snv	缔
snw	泶
snx	纲
snyo	绸
snz	学
snz	绽
sob	织
sod	缙
soil	绳
son	缳
sonf	鹄
soot	缲
soql	绳
sor	缉
sosw	邋
sot	捆
sou	绢
soxd	缗
so,	そ
so.	ソ
sp	缴
spa	总
spb	终
spbo	绺
spbw	缒
spdn	绵
spdp	缴
spdw	线
spfd	缑
spfw	缝
spj	绵
spl	绻
spn	绦
spo	络
spoh	总
spp	致
sppo	绺
sps	绛
spt	缏
spt	绦
sptx	缏
spu	级
spv	缴
sq	举
sq	缘
sqa	缋
sqer	绕
sqh	缌
sqj	绰
sqjb	郸
sqjk	冁
sqn	缣
sqo	细
sqo	缟
sqoc	襁
sqs	缧
sqtd	剿
squc	襁
sr	觉
sr	党
src	缂
srfr	缆
srmr	缆
srn	级
srsb	赞
srss	绯
srv	党
srvr	缆
ss	靠
ssa	丝
ssg	缨
ssi	经
ssl	绁
ssnf	鸶
ssno	绱
ssp	纱
ssq	缁
ssqt	缫
ssrb	缵
ssu	绡
ss,	っ
ss.	ッ
sta	顺
sta	纭
stl	统
stm	缃
stmb	顺
stoh	缅
stp	绨
stqx	绠
str	统
stx	绠
su	级
sui	经
sui	纾
suj	纡
suo	绐
suq	绎
suu	绷
suuu	缀
suy	经
su,	す
su.	ス
sv	带
sv	耀
sve	维
svj	绋
svl	缆
svo	绮
svz	纥
sw	选
swj	纬
swos	纬
swu	罂
swuu	缡
swwf	继
swwl	继
swx	纹
sxa	抵
sxbd	续
sxbd	犊
sxe	抵
sxk	绔
sxl	绳
sxx	纸
sybp	绫
syd	绪
sye	缢
syfb	续
syfb	犊
sym	续
sym	犊
synr	续
syo	结
syob	缬
syot	缬
sypd	绪
syr	绕
syrp	绫
syx	绫
syyr	绕
sz	学
sza	纨
szdj	绰
szx	纨
ta	页
tac	检
tad	桧
tado	枪
tae	检
taf	栈
taj	桦
takp	栊
tal	栊
taob	检
taqd	桧
taqq	栈
tase	检
taxf	栊
ta,	た
ta.	タ
tb	顶
tbb	枞
tbe	橙
tbee	逭
tbku	样
tbkw	样
tbp	枪
tbs	栏
tbt	桧
tbv	槟
tbxu	椭
tcrs	标
tcs	栋
td	动
tdem	杨
tdg	杆
tdnp	忧
te	查
ted	桤
tedo	桥
teev	棹
tef	棂
tefe	桠
tefl	桤
teh	椽
tek	枨
tep	杨
teq	榉
te,	て
te.	テ
tf	码
tfb	朴
tfc	椤
tfcb	柜
tfcl	栀
tfed	朴
tfng	桩
tfnn	楱
tfoo	枢
tfq	柜
tfs	栎
tfv	柜
tg	机
tgi	桥
tgno	桥
tgnr	桥
tgo	桥
tgry	棰
ti	歌
tih	槠
timb	杠
tiyd	槠
ti,	ち
ti.	チ
tjbo	樯
tje	构
tjeg	栖
tjg	栖
tjm	椟
tjny	构
tjp	材
tjqs	栋
tjyd	椟
tk	听
tkoe	极
tkx	栈
tld	枥
tlhb	椁
tlho	槁
tll	榇
tlob	椁
tloh	檩
tlos	檩
tls	扎
tlt	榇
tltr	榇
tlul	栊
tly	桩
tlya	橱
tm	梅
tmb	页
tmbg	樱
tmcs	栏
tmf	杩
tmiz	枞
tmjs	栏
tmn	栏
tmnp	忧
tmoo	榈
tmov	榈
tmr	枧
tnbb	两
tnbb	邴
tnbi	檐
tncb	槟
tnf	鹈
tnht	柠
tnj	桷
tnkb	槟
tnpb	槟
tnr	栅
tnrf	鸸
tnsb	槟
tnt	柠
toa	检
tod	拐
toe	桠
tohr	腼
tooo	榀
tot	捆
to,	と
to.	ト
tpdo	桥
tpdr	桥
tpdt	栎
tpfj	桦
tq	杖
tqer	桡
tqu	画
tqur	划
tqxs	苏
trc	枫
tre	权
treb	横
trf	槛
trfr	榄
trjq	桦
trmr	榄
trn	栎
trov	权
trp	栉
trs	标
trsw	隶
trt	弃
trvf	槛
trvr	榄
trx	枫
ts	标
tscq	橼
tse	档
tseq	榉
tsg	樱
tsnq	档
tso	档
tst	弃
tsuv	っ
tsuv	ッ
tsu,	つ
tsu,	っ
tsu.	ツ
tsu.	ッ
tsv	禁
tta	顶
tte	台
ttfk	农
tti	歌
ttmb	顶
tto	哥
tt,	っ
tt.	ッ
tu	极
tua	树
tufd	橹
tuo	台
tuoo	棂
tuv,	っ
tuv.	ッ
tux	权
tuy	柽
tu,	つ
tu,	っ
tu.	ツ
tu.	ッ
tve	权
tvl	榄
tvn	朴
tv,	っ
tv.	ッ
tw	标
twb	机
twdt	梁
twm	杨
twn	运
twoe	极
twoo	樯
twpt	栎
twum	郁
twv	标
twwb	机
txa	柢
txbd	椟
txxm	郁
txxo	矾
ty	样
tyd	楮
tyda	树
tyfb	椟
tym	椟
tyoa	树
tyop	台
tyr	桡
tyyr	桡
tzap	栉
tzc	栌
tzdp	栉
tzmb	桢
tzp	栉
uac	脸
uad	脍
uae	脸
uah	怼
uakp	胧
ual	胧
uaob	脸
uaqd	脍
uase	脸
uav	叉
uaxb	腻
uaxf	胧
ub	预
ubb	于
ubbp	脚
ubnb	剩
ubnd	胜
ubnf	腾
ubni	誊
ubt	脍
ubv	膑
uc	胸
uci	肿
ucj	肿
ucs	胨
ucv	虽
ucw	脲
ud	脂
uda	肽
udb	胁
uddq	溜
udem	肠
udk	艰
udmm	毵
ued	鲁
ueem	胶
uek	胀
uem	胶
uep	肠
uesi	胫
ufa	鱼
ufa	鲅
ufah	鲶
ufak	鱿
ufau	鲅
ufax	鲅
ufba	鳟
ufbh	鲜
ufbo	鳝
ufcs	鳔
ufcw	鲢
ufd	鲁
ufda	鲥
ufdb	鲲
ufdd	鲳
ufde	鳎
ufdp	鲫
ufdu	鳗
ufea	鲟
ufea	鲡
ufee	鳐
ufes	鲧
ufeu	鳐
uff	鲂
uffb	鳏
uffd	鳢
uffk	脓
uffm	鳊
uffq	鳏
uffw	鳏
ufg	鲫
ufgr	鲵
ufh	稣
ufh	鲥
ufhf	鳅
ufhu	鲭
ufj	鲼
ufjb	鲼
ufko	鳄
ufl	鲡
ufli	鳜
uflq	鳙
ufls	鲸
uflx	鲛
ufm	鳗
ufmc	鳞
ufms	鳞
ufn	鲍
ufn	鲷
ufn	以
ufnl	鲍
ufnn	腠
ufno	鲷
ufnr	鲩
ufo	鳄
ufok	鳄
ufoo	鲴
ufp	胩
ufp	鲆
ufp	鲦
ufpa	鲋
ufpk	鳇
ufps	鲧
ufpt	鲦
ufq	鲤
ufqh	鳃
ufr	鲕
ufrd	鳓
ufrd	鳢
ufrs	鲱
ufru	鲰
ufry	鲣
ufsq	鲻
ufst	鲽
uft	鲠
ufte	鳄
uftl	鳄
uftr	鲕
uftx	鲠
ufuc	鳋
ufue	鳕
ufuo	鲐
ufuu	鳐
ufv	鳆
ufvp	鳆
ufwh	鲚
ufwr	鲚
ufxu	鲔
ufy	鲮
ufyd	鳍
ufyo	鲒
ufyp	鲮
ufyy	鲑
ufzc	鲈
ufzc	鲺
ufzf	鲈
ufzo	鲇
ugn	胍
ugq	肿
ugw	膝
uh	鲜
uha	态
uid	劲
uid	霭
uidl	霭
uin	肷
uiql	电
uir	刭
uit	颈
uitb	颈
uits	巯
uiw	迳
ujj	肼
uk	粤
ulbf	臁
uld	雳
ulhz	雳
ulk	脉
ulq	臁
ulul	胧
ulxu	脑
uly	脏
umm	毵
umn	脒
umpd	雾
umr	观
unbi	胆
uncb	膑
unez	腚
unf	鸡
unk	脓
unkb	膑
unli	胆
unpb	膑
unrs	腙
uns	腙
unsb	膑
unz	腚
uoa	脸
uonb	脶
uoow	灵
uoq	溜
up	脚
upd	雾
upv	脚
uq	戏
uqdh	恳
uqdy	垦
uql	电
uqo	脶
uqq	狸
uqrq	猫
urar	脏
urk	肟
urok	脓
urt	颥
urtb	颥
urv	貌
us	叁
usfs	腊
usi	胫
usl	腊
uso	脑
usos	腊
uspo	脑
uspx	脑
usv	腥
uswu	脑
usx	脑
usxu	脑
uta	预
uta	云
utmb	预
utnb	颥
utnt	颥
utoh	腼
uttk	脓
uu	霸
uufh	态
uui	胫
uunf	鹏
uunf	鹞
uuub	颡
uuum	毵
uuus	叁
uuut	颡
uuw	遥
uuy	胫
uv	幽
uve	难
uvo	胆
uv,	ぅ
uv.	ゥ
uw	腿
uwf	为
uwh	脐
uwh	霁
uwm	肠
uwp	脚
uwr	脐
uwr	霁
uwu	脑
uwuf	鹞
uwuw	遥
uwv	灵
uwzo	沾
uxa	胝
uxt	脎
uy	肚
uyd	劲
uyr	刭
uyt	颈
uytb	颈
uyts	巯
uyv	肚
uyw	迳
uzc	胪
uzqf	胪
u,	う
u,	ぅ
u.	ウ
u.	ゥ
vaa	衬
vae	裣
vajq	补
vaob	裣
vase	裣
vax	发
vaxu	发
vaxu	魃
vb	赖
vbv	鬓
vc	舞
vca	虿
vcw	裢
vdeo	矫
vdg	矫
vdgo	矫
vdgr	矫
vdpo	矫
vdpr	矫
vdx	劢
vdx	劝
vdy	劢
vdy	劝
vf	费
vff	无
vfnf	鹪
vfu	摆
vfu	胡
vfuf	摆
vfx	发
vfyu	摆
vhf	鬏
vii	丫
vij	补
vin	欢
viv	雠
vjou	胡
vk	囊
vl	览
vlc	裤
vll	衬
vln	禳
vlok	禳
vltr	衬
vmb	费
vmd	裥
vmi	隽
vmr	观
vmt	须
vmtb	须
vmy	隽
vn	赢
vncb	鬓
vnkb	鬓
vnpb	鬓
vnsb	鬓
voa	裣
vomf	鳘
voob	裣
voxf	鳘
voz	趸
vp	复
vpa	补
vpnd	袄
vpob	袄
vq	蓄
vqe	里
vr	兑
vrf	褴
vrfa	袜
vrfb	袜
vrfe	袜
vrfv	袜
vrvf	褴
vs	繁
vsdb	赖
vse	裆
vsnb	赖
vsnq	裆
vso	裆
vst	赖
vstb	赖
vtbu	松
vtnb	魉
vu	贩
vuf	鳘
vui	隽
vux	只
vuy	隽
vu.	ヴ
vvdp	复
vvu	双
vvx	复
vwn	迈
vwn	进
vxx	只
vxxh	襻
vyd	褚
vz	勒
v[	ⅸ
v[[	
v]	ⅹ
v]]	
wa	为
waa	对
wab	乡
wabd	响
wabo	向
wabx	飨
wad	浍
wada	沩
wadb	乡
wadd	响
wadk	溉
wado	向
wado	沧
wadx	飨
wakp	泷
wal	泷
wam	沦
waop	潋
wap	潋
waqf	灭
waqo	减
waqq	浅
wasp	潋
watu	溆
waty	涂
wav,	ゎ
wav.	ヮ
waxf	泷
waxu	泼
wa,	わ
wa,	ゎ
wa,	は
wa.	ワ
wa.	ヮ
wa.	ハ
wb	颜
wba	几
wbat	滁
wbe	澄
wbf	沦
wbhu	溆
wbhy	涂
wbp	沧
wbs	澜
wbs	斓
wbt	浍
wbwf	沩
wc	浊
wca	浊
wceb	溃
wci	冲
wcj	冲
